,Area,Area Id,Variable Name,Variable Id,Year,Value
493,Greece,84.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2012.0,14.52
494,Greece,84.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2016.0,16.43
505,Grenada,86.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2005.0,5.0
506,Grenada,86.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2014.0,7.05
509,Guatemala,89.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2006.0,2.5989999999999998
511,Guinea,90.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1987.0,0.3274
512,Guinea,90.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2001.0,0.2448
515,Guinea-Bissau,175.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1991.0,0.0529
516,Guinea-Bissau,175.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1996.0,0.5573
517,Guinea-Bissau,175.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,0.5573
521,Guyana,91.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1992.0,0.5387
522,Guyana,91.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,0.6052
523,Guyana,91.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2010.0,0.5332
527,Haiti,93.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1991.0,7.5
528,Haiti,93.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1995.0,9.158999999999999
529,Haiti,93.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2009.0,10.33
533,Honduras,95.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2003.0,1.744
535,Hungary,97.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1970.0,2.865
536,Hungary,97.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1975.0,3.812
537,Hungary,97.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,4.62
538,Hungary,97.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1985.0,6.107
539,Hungary,97.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1992.0,6.862
540,Hungary,97.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1996.0,5.779
541,Hungary,97.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2002.0,5.5
542,Hungary,97.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2007.0,5.369
543,Hungary,97.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2012.0,4.857
544,Hungary,97.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2017.0,4.3260000000000005
555,Iceland,99.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,0.0635
556,Iceland,99.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1985.0,0.0659
557,Iceland,99.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1992.0,0.0982
558,Iceland,99.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2002.0,0.0971
559,Iceland,99.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2004.0,0.0971
560,Iceland,99.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2012.0,0.1729
561,Iceland,99.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2016.0,0.1529
569,India,100.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1975.0,19.88
570,India,100.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,22.94
571,India,100.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1986.0,26.03
572,India,100.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1990.0,26.16
573,India,100.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,31.94
574,India,100.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2010.0,33.88
581,Indonesia,101.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1990.0,3.681
582,Indonesia,101.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,5.612
583,Indonesia,101.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2016.0,11.03
587,Iran (Islamic Republic of),102.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1975.0,32.85
588,Iran (Islamic Republic of),102.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1995.0,50.93
589,Iran (Islamic Republic of),102.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2001.0,65.47
590,Iran (Islamic Republic of),102.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2004.0,67.96
595,Iraq,103.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1975.0,45.14
596,Iraq,103.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,45.4
597,Iraq,103.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1985.0,45.65
598,Iraq,103.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1990.0,47.63
599,Iraq,103.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1995.0,60.53
600,Iraq,103.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,73.44
601,Iraq,103.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2016.0,42.89
609,Ireland,104.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,2.0580000000000003
610,Ireland,104.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1994.0,2.262
611,Ireland,104.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2007.0,1.403
612,Ireland,104.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2009.0,1.456
617,Israel,105.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1970.0,86.63
618,Israel,105.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1975.0,89.78
619,Israel,105.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,92.3
620,Israel,105.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1986.0,96.63
621,Israel,105.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1990.0,88.99
622,Israel,105.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1995.0,86.07
623,Israel,105.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2002.0,86.69
624,Israel,105.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2004.0,79.72
625,Israel,105.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2010.0,75.28
626,Israel,105.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2017.0,67.3
637,Italy,106.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1970.0,21.75
638,Italy,106.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,23.57
639,Italy,106.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2008.0,28.1
640,Italy,106.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2015.0,17.87
645,Jamaica,109.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1993.0,8.572000000000001
646,Jamaica,109.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2007.0,7.5
647,Jamaica,109.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2016.0,12.51
651,Japan,110.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,20.51
652,Japan,110.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1992.0,21.26
653,Japan,110.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1997.0,20.74
654,Japan,110.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2002.0,19.64
655,Japan,110.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2007.0,19.24
656,Japan,110.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2009.0,18.89
663,Jordan,112.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1975.0,48.13
664,Jordan,112.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,57.1
665,Jordan,112.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1985.0,66.06
666,Jordan,112.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1992.0,100.0
667,Jordan,112.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2002.0,78.77
668,Jordan,112.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2007.0,98.42
669,Jordan,112.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2012.0,90.61
670,Jordan,112.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2016.0,96.42
679,Kazakhstan,108.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1995.0,30.72
680,Kazakhstan,108.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2002.0,20.54
681,Kazakhstan,108.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2007.0,21.04
682,Kazakhstan,108.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2012.0,19.73
683,Kazakhstan,108.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2017.0,20.71
689,Kenya,114.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1990.0,6.6739999999999995
690,Kenya,114.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2003.0,7.557
691,Kenya,114.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2010.0,10.48
692,Kenya,114.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2016.0,13.13
697,Kuwait,118.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1994.0,1275.0
698,Kuwait,118.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2002.0,2075.0
701,Kyrgyzstan,113.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1994.0,41.45
702,Kyrgyzstan,113.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,42.68
703,Kyrgyzstan,113.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2006.0,32.63
707,Lao People's Democratic Republic,120.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2005.0,1.047
709,Latvia,119.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1995.0,1.163
710,Latvia,119.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2002.0,0.6998
711,Latvia,119.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2007.0,0.5913
712,Latvia,119.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2012.0,0.7104
713,Latvia,119.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2017.0,0.5183
719,Lebanon,121.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1975.0,16.68
720,Lebanon,121.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1995.0,29.34
721,Lebanon,121.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,28.11
722,Lebanon,121.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2005.0,24.34
723,Lebanon,121.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2015.0,40.24
729,Lesotho,122.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1987.0,1.655
730,Lesotho,122.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,1.449
733,Liberia,123.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1987.0,0.055999999999999994
734,Liberia,123.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,0.0564
737,Libya,124.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1975.0,171.4
738,Libya,124.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,210.0
739,Libya,124.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1985.0,445.0
740,Libya,124.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1990.0,680.0
741,Libya,124.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1994.0,657.1
742,Libya,124.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,615.4
743,Libya,124.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2005.0,688.9
744,Libya,124.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2012.0,822.9
753,Lithuania,126.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1995.0,17.74
754,Lithuania,126.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2001.0,11.3
755,Lithuania,126.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2007.0,9.241
756,Lithuania,126.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2017.0,1.057
761,Luxembourg,256.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1970.0,0.9943
762,Luxembourg,256.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1975.0,1.214
763,Luxembourg,256.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,1.1340000000000001
764,Luxembourg,256.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1985.0,1.9140000000000001
765,Luxembourg,256.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1995.0,1.614
766,Luxembourg,256.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1999.0,1.729
767,Luxembourg,256.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2012.0,1.271
768,Luxembourg,256.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2017.0,1.3030000000000002
777,Madagascar,129.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1984.0,4.837
778,Madagascar,129.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,3.967
779,Madagascar,129.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2006.0,4.024
783,Malawi,130.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1994.0,5.417000000000001
784,Malawi,130.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2002.0,7.667999999999999
785,Malawi,130.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2005.0,7.853
789,Malaysia,131.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1990.0,1.745
790,Malaysia,131.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1996.0,0.9455
791,Malaysia,131.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2017.0,1.156
795,Maldives,132.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1987.0,11.33
796,Maldives,132.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2008.0,15.67
799,Mali,133.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1987.0,1.133
800,Mali,133.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2006.0,4.322
803,Malta,134.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,39.6
804,Malta,134.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1995.0,58.42
805,Malta,134.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2002.0,67.33
806,Malta,134.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2007.0,64.95
807,Malta,134.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2012.0,79.41
808,Malta,134.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2017.0,85.15
815,Mauritania,136.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,6.404
816,Mauritania,136.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,14.03
817,Mauritania,136.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2005.0,11.82
821,Mauritius,137.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1975.0,13.09
822,Mauritius,137.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1990.0,20.57
823,Mauritius,137.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1995.0,22.36
824,Mauritius,137.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,22.17
825,Mauritius,137.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2007.0,22.9
826,Mauritius,137.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2012.0,21.16
827,Mauritius,137.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2017.0,22.17
835,Mexico,138.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,12.12
836,Mexico,138.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2002.0,15.65
837,Mexico,138.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2007.0,17.03
838,Mexico,138.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2012.0,17.73
839,Mexico,138.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2017.0,19.02
845,Mongolia,141.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1993.0,1.23
846,Mongolia,141.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2006.0,1.5519999999999998
847,Mongolia,141.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2009.0,1.5830000000000002
848,Mongolia,141.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2016.0,1.329
853,Morocco,143.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1975.0,31.03
854,Morocco,143.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,34.66
855,Morocco,143.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1985.0,37.93
856,Morocco,143.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1992.0,38.07
857,Morocco,143.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1995.0,38.83
858,Morocco,143.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2002.0,51.1
859,Morocco,143.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2010.0,35.69
867,Mozambique,144.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1990.0,0.28
868,Mozambique,144.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2001.0,0.4073
869,Mozambique,144.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2015.0,0.6785
873,Myanmar,28.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1987.0,2.42
874,Myanmar,28.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,2.845
877,Namibia,147.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1985.0,0.308
878,Namibia,147.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1991.0,0.6232
879,Namibia,147.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1995.0,0.6688
880,Namibia,147.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2002.0,0.7063
885,Nepal,149.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,4.5489999999999995
886,Nepal,149.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2006.0,4.518
889,Netherlands,150.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,10.11
890,Netherlands,150.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1985.0,10.27
891,Netherlands,150.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1991.0,8.773
892,Netherlands,150.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1996.0,7.151
893,Netherlands,150.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2002.0,9.787
894,Netherlands,150.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2007.0,12.02
895,Netherlands,150.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2012.0,11.78
896,Netherlands,150.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2016.0,8.779
905,New Zealand,156.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,0.36700000000000005
906,New Zealand,156.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1985.0,0.581
907,New Zealand,156.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1999.0,0.9602
908,New Zealand,156.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2006.0,1.501
909,New Zealand,156.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2010.0,1.591
910,New Zealand,156.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2014.0,3.02
917,Nicaragua,157.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2001.0,0.8432
918,Nicaragua,157.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2011.0,0.9392
921,Niger,158.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1990.0,1.538
922,Niger,158.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2005.0,2.889
923,Niger,158.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2017.0,5.142
927,Nigeria,159.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1987.0,1.953
928,Nigeria,159.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,3.602
929,Nigeria,159.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2005.0,4.043
930,Nigeria,159.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2010.0,4.357
935,North Macedonia,154.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1996.0,24.3
936,North Macedonia,154.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2002.0,9.894
937,North Macedonia,154.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2007.0,8.613
938,North Macedonia,154.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2017.0,8.18
943,Norway,162.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,0.5089
944,Norway,162.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1996.0,0.6158
945,Norway,162.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2002.0,0.6104
946,Norway,162.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2007.0,0.77
951,Oman,221.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1991.0,85.5
952,Oman,221.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,92.86
953,Oman,221.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2003.0,84.71
954,Oman,221.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2013.0,116.7
959,Pakistan,165.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1975.0,62.16
960,Pakistan,165.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1991.0,63.05
961,Pakistan,165.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,69.94
962,Pakistan,165.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2008.0,74.35
963,Pakistan,165.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2017.0,81.04
969,Palestine,299.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2001.0,32.14
970,Palestine,299.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2005.0,48.75
971,Palestine,299.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2017.0,34.41
975,Panama,166.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2010.0,0.7444
976,Panama,166.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2016.0,0.8693
979,Papua New Guinea,168.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,0.0339
980,Papua New Guinea,168.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2005.0,0.049
983,Paraguay,169.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1987.0,0.1109
984,Paraguay,169.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2000.0,0.1264
985,Paraguay,169.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2012.0,0.6222
989,Peru,170.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1992.0,1.0
990,Peru,170.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2008.0,0.7213
991,Peru,170.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2016.0,0.8564
994,Philippines,171.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2007.0,17.01
995,Philippines,171.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2012.0,17.59
996,Philippines,171.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,2017.0,19.36
1000,Poland,173.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1970.0,16.71
1001,Poland,173.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1975.0,22.36
1002,Poland,173.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1980.0,25.01
1003,Poland,173.0,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275.0,1985.0,27.12
